REF_DATE,GEO,Labour force characteristics,VALUE
2024-05,Nova Scotia,Participation rate,61.7
2024-05,Nova Scotia,Employment rate,57.7
2024-05,New Brunswick,Employment,398.5
2024-05,New Brunswick,Full-time employment,337.9
2024-05,New Brunswick,Part-time employment,60.6
2024-05,New Brunswick,Unemployment rate,7.4
2024-05,New Brunswick,Participation rate,60.7
2024-05,New Brunswick,Employment rate,56.3
2024-05,Quebec,Employment,4553.0
2024-05,Quebec,Full-time employment,3694.0
2024-05,Quebec,Part-time employment,859.0
2024-05,Quebec,Unemployment rate,5.2
2024-05,Quebec,Participation rate,64.8
2024-05,Quebec,Employment rate,61.5
2024-05,Ontario,Employment,8152.5
2024-05,Ontario,Full-time employment,6703.8
2024-05,Ontario,Part-time employment,1448.8
2024-05,Ontario,Unemployment rate,6.7
2024-05,Ontario,Participation rate,65.4
2024-05,Ontario,Employment rate,61.0
2024-05,Manitoba,Employment,724.2
2024-05,Manitoba,Full-time employment,586.0
2024-05,Manitoba,Part-time employment,138.1
2024-05,Manitoba,Unemployment rate,5.0
2024-05,Manitoba,Participation rate,66.7
2024-05,Manitoba,Employment rate,63.4
2024-05,Saskatchewan,Employment,601.5
2024-05,Saskatchewan,Full-time employment,494.3
2024-05,Saskatchewan,Part-time employment,107.2
2024-05,Saskatchewan,Unemployment rate,5.6
2024-05,Saskatchewan,Participation rate,67.7
2024-05,Saskatchewan,Employment rate,63.9
2024-05,Alberta,Employment,2500.7
2024-05,Alberta,Full-time employment,2021.7
2024-05,Alberta,Part-time employment,478.9
2024-05,Alberta,Unemployment rate,7.2
2024-05,Alberta,Participation rate,69.3
2024-05,Alberta,Employment rate,64.3
2024-05,British Columbia,Employment,2923.2
2024-05,British Columbia,Full-time employment,2341.2
2024-05,British Columbia,Part-time employment,582.0
2024-05,British Columbia,Unemployment rate,5.5
2024-05,British Columbia,Participation rate,65.6
2024-05,British Columbia,Employment rate,62.0
2024-06,Newfoundland and Labrador,Employment,246.8
2024-06,Newfoundland and Labrador,Full-time employment,211.2
2024-06,Newfoundland and Labrador,Part-time employment,35.6
2024-06,Newfoundland and Labrador,Unemployment rate,9.5
2024-06,Newfoundland and Labrador,Participation rate,58.4
2024-06,Newfoundland and Labrador,Employment rate,52.9
2024-06,Prince Edward Island,Employment,92.5
2024-06,Prince Edward Island,Full-time employment,80.4
2024-06,Prince Edward Island,Part-time employment,12.1
2024-06,Prince Edward Island,Unemployment rate,8.1
2024-06,Prince Edward Island,Participation rate,66.6
2024-06,Prince Edward Island,Employment rate,61.2
2024-06,Nova Scotia,Employment,520.1
2024-06,Nova Scotia,Full-time employment,430.6
2024-06,Nova Scotia,Part-time employment,89.5
2024-06,Nova Scotia,Unemployment rate,6.5
2024-06,Nova Scotia,Participation rate,61.6
2024-06,Nova Scotia,Employment rate,57.7
2024-06,New Brunswick,Employment,401.1
2024-06,New Brunswick,Full-time employment,339.9
2024-06,New Brunswick,Part-time employment,61.3
2024-06,New Brunswick,Unemployment rate,7.5
2024-06,New Brunswick,Participation rate,61.1
2024-06,New Brunswick,Employment rate,56.5
2024-06,Quebec,Employment,4538.2
2024-06,Quebec,Full-time employment,3705.0
2024-06,Quebec,Part-time employment,833.1
2024-06,Quebec,Unemployment rate,5.6
2024-06,Quebec,Participation rate,64.7
2024-06,Quebec,Employment rate,61.1
2024-06,Ontario,Employment,8155.4
2024-06,Ontario,Full-time employment,6702.1
2024-06,Ontario,Part-time employment,1453.3
2024-06,Ontario,Unemployment rate,7.0
2024-06,Ontario,Participation rate,65.4
2024-06,Ontario,Employment rate,60.8
2024-06,Manitoba,Employment,724.7
2024-06,Manitoba,Full-time employment,589.8
2024-06,Manitoba,Part-time employment,134.9
2024-06,Manitoba,Unemployment rate,5.5
2024-06,Manitoba,Participation rate,66.9
2024-06,Manitoba,Employment rate,63.2
2024-06,Saskatchewan,Employment,601.1
2024-06,Saskatchewan,Full-time employment,492.1
2024-06,Saskatchewan,Part-time employment,109.0
2024-06,Saskatchewan,Unemployment rate,5.5
2024-06,Saskatchewan,Participation rate,67.3
2024-06,Saskatchewan,Employment rate,63.7
2024-06,Alberta,Employment,2511.3
2024-06,Alberta,Full-time employment,2026.7
2024-06,Alberta,Part-time employment,484.6
2024-06,Alberta,Unemployment rate,7.2
2024-06,Alberta,Participation rate,69.3
2024-06,Alberta,Employment rate,64.3
2024-06,British Columbia,Employment,2916.9
2024-06,British Columbia,Full-time employment,2343.9
2024-06,British Columbia,Part-time employment,573.0
2024-06,British Columbia,Unemployment rate,5.4
2024-06,British Columbia,Participation rate,65.2
2024-06,British Columbia,Employment rate,61.7
2024-07,Newfoundland and Labrador,Employment,245.7
2024-07,Newfoundland and Labrador,Full-time employment,208.5
2024-07,Newfoundland and Labrador,Part-time employment,37.1
2024-07,Newfoundland and Labrador,Unemployment rate,9.7
2024-07,Newfoundland and Labrador,Participation rate,58.2
2024-07,Newfoundland and Labrador,Employment rate,52.6
2024-07,Prince Edward Island,Employment,91.5
2024-07,Prince Edward Island,Full-time employment,79.2
2024-07,Prince Edward Island,Part-time employment,12.4
2024-07,Prince Edward Island,Unemployment rate,8.5
2024-07,Prince Edward Island,Participation rate,66.0
2024-07,Prince Edward Island,Employment rate,60.4
2024-07,Nova Scotia,Employment,516.3
2024-07,Nova Scotia,Full-time employment,431.0
2024-07,Nova Scotia,Part-time employment,85.3
2024-07,Nova Scotia,Unemployment rate,6.8
2024-07,Nova Scotia,Participation rate,61.3
2024-07,Nova Scotia,Employment rate,57.1
2024-07,New Brunswick,Employment,400.9
2024-07,New Brunswick,Full-time employment,337.7
2024-07,New Brunswick,Part-time employment,63.1
2024-07,New Brunswick,Unemployment rate,7.1
2024-07,New Brunswick,Participation rate,60.5
2024-07,New Brunswick,Employment rate,56.3
2024-07,Quebec,Employment,4534.2
2024-07,Quebec,Full-time employment,3674.6
2024-07,Quebec,Part-time employment,859.6
2024-07,Quebec,Unemployment rate,5.6
2024-07,Quebec,Participation rate,64.5
2024-07,Quebec,Employment rate,60.9
2024-07,Ontario,Employment,8175.1
2024-07,Ontario,Full-time employment,6759.1
2024-07,Ontario,Part-time employment,1416.0
2024-07,Ontario,Unemployment rate,6.8
2024-07,Ontario,Participation rate,65.2
2024-07,Ontario,Employment rate,60.8
2024-07,Manitoba,Employment,722.0
2024-07,Manitoba,Full-time employment,592.0
2024-07,Manitoba,Part-time employment,130.1
2024-07,Manitoba,Unemployment rate,5.9
2024-07,Manitoba,Participation rate,66.6
2024-07,Manitoba,Employment rate,62.7
2024-07,Saskatchewan,Employment,606.0
2024-07,Saskatchewan,Full-time employment,496.4
2024-07,Saskatchewan,Part-time employment,109.6
2024-07,Saskatchewan,Unemployment rate,5.4
2024-07,Saskatchewan,Participation rate,67.6
2024-07,Saskatchewan,Employment rate,64.0
2024-07,Alberta,Employment,2516.8
2024-07,Alberta,Full-time employment,2075.0
2024-07,Alberta,Part-time employment,441.8
2024-07,Alberta,Unemployment rate,7.1
2024-07,Alberta,Participation rate,69.0
2024-07,Alberta,Employment rate,64.1
2024-07,British Columbia,Employment,2916.6
2024-07,British Columbia,Full-time employment,2342.5
2024-07,British Columbia,Part-time employment,574.2
2024-07,British Columbia,Unemployment rate,5.7
2024-07,British Columbia,Participation rate,65.2
2024-07,British Columbia,Employment rate,61.5
2024-08,Newfoundland and Labrador,Employment,244.6
2024-08,Newfoundland and Labrador,Full-time employment,209.2
2024-08,Newfoundland and Labrador,Part-time employment,35.4
2024-08,Newfoundland and Labrador,Unemployment rate,10.3
2024-08,Newfoundland and Labrador,Participation rate,58.3
2024-08,Newfoundland and Labrador,Employment rate,52.3
2024-08,Prince Edward Island,Employment,92.8
2024-08,Prince Edward Island,Full-time employment,78.5
2024-08,Prince Edward Island,Part-time employment,14.3
2024-08,Prince Edward Island,Unemployment rate,8.0
2024-08,Prince Edward Island,Participation rate,66.4
2024-08,Prince Edward Island,Employment rate,61.1
2024-08,Nova Scotia,Employment,520.5
2024-08,Nova Scotia,Full-time employment,432.1
2024-08,Nova Scotia,Part-time employment,88.4
2024-08,Nova Scotia,Unemployment rate,6.6
2024-08,Nova Scotia,Participation rate,61.5
2024-08,Nova Scotia,Employment rate,57.5
2024-08,New Brunswick,Employment,403.4
2024-08,New Brunswick,Full-time employment,338.7
2024-08,New Brunswick,Part-time employment,64.7
2024-08,New Brunswick,Unemployment rate,6.3
2024-08,New Brunswick,Participation rate,60.3
2024-08,New Brunswick,Employment rate,56.5
2024-08,Quebec,Employment,4559.9
2024-08,Quebec,Full-time employment,3705.6
2024-08,Quebec,Part-time employment,854.3
2024-08,Quebec,Unemployment rate,5.5
2024-08,Quebec,Participation rate,64.7
2024-08,Quebec,Employment rate,61.1
2024-08,Ontario,Employment,8170.3
2024-08,Ontario,Full-time employment,6714.6
2024-08,Ontario,Part-time employment,1455.7
2024-08,Ontario,Unemployment rate,7.2
2024-08,Ontario,Participation rate,65.3
2024-08,Ontario,Employment rate,60.6
2024-08,Manitoba,Employment,728.0
2024-08,Manitoba,Full-time employment,589.4
2024-08,Manitoba,Part-time employment,138.6
2024-08,Manitoba,Unemployment rate,5.7
2024-08,Manitoba,Participation rate,66.9
2024-08,Manitoba,Employment rate,63.1
2024-08,Saskatchewan,Employment,604.0
2024-08,Saskatchewan,Full-time employment,498.6
2024-08,Saskatchewan,Part-time employment,105.5
2024-08,Saskatchewan,Unemployment rate,5.5
2024-08,Saskatchewan,Participation rate,67.3
2024-08,Saskatchewan,Employment rate,63.6
2024-08,Alberta,Employment,2522.5
2024-08,Alberta,Full-time employment,2055.2
2024-08,Alberta,Part-time employment,467.4
2024-08,Alberta,Unemployment rate,7.3
2024-08,Alberta,Participation rate,69.1
2024-08,Alberta,Employment rate,64.0
2024-08,British Columbia,Employment,2914.4
2024-08,British Columbia,Full-time employment,2328.0
2024-08,British Columbia,Part-time employment,586.4
2024-08,British Columbia,Unemployment rate,5.7
2024-08,British Columbia,Participation rate,65.0
2024-08,British Columbia,Employment rate,61.3
2024-09,Newfoundland and Labrador,Employment,245.6
2024-09,Newfoundland and Labrador,Full-time employment,208.0
2024-09,Newfoundland and Labrador,Part-time employment,37.6
2024-09,Newfoundland and Labrador,Unemployment rate,10.2
2024-09,Newfoundland and Labrador,Participation rate,58.4
2024-09,Newfoundland and Labrador,Employment rate,52.4
2024-09,Prince Edward Island,Employment,93.1
2024-09,Prince Edward Island,Full-time employment,79.8
2024-09,Prince Edward Island,Part-time employment,13.2
2024-09,Prince Edward Island,Unemployment rate,6.5
2024-09,Prince Edward Island,Participation rate,65.4
2024-09,Prince Edward Island,Employment rate,61.1
2024-09,Nova Scotia,Employment,522.5
2024-09,Nova Scotia,Full-time employment,435.8
2024-09,Nova Scotia,Part-time employment,86.7
2024-09,Nova Scotia,Unemployment rate,6.4
2024-09,Nova Scotia,Participation rate,61.5
2024-09,Nova Scotia,Employment rate,57.6
2024-09,New Brunswick,Employment,400.2
2024-09,New Brunswick,Full-time employment,338.5
2024-09,New Brunswick,Part-time employment,61.8
2024-09,New Brunswick,Unemployment rate,6.4
2024-09,New Brunswick,Participation rate,59.8
2024-09,New Brunswick,Employment rate,55.9
2024-09,Quebec,Employment,4578.4
2024-09,Quebec,Full-time employment,3747.5
2024-09,Quebec,Part-time employment,830.8
2024-09,Quebec,Unemployment rate,5.4
2024-09,Quebec,Participation rate,64.7
2024-09,Quebec,Employment rate,61.2
2024-09,Ontario,Employment,8203.1
2024-09,Ontario,Full-time employment,6756.1
2024-09,Ontario,Part-time employment,1447.1
2024-09,Ontario,Unemployment rate,7.0
2024-09,Ontario,Participation rate,65.2
2024-09,Ontario,Employment rate,60.6
2024-09,Manitoba,Employment,729.9
2024-09,Manitoba,Full-time employment,590.2
2024-09,Manitoba,Part-time employment,139.7
2024-09,Manitoba,Unemployment rate,5.6
2024-09,Manitoba,Participation rate,66.8
2024-09,Manitoba,Employment rate,63.0
2024-09,Saskatchewan,Employment,605.8
2024-09,Saskatchewan,Full-time employment,499.3
2024-09,Saskatchewan,Part-time employment,106.5
2024-09,Saskatchewan,Unemployment rate,5.5
2024-09,Saskatchewan,Participation rate,67.3
2024-09,Saskatchewan,Employment rate,63.6
2024-09,Alberta,Employment,2517.0
2024-09,Alberta,Full-time employment,2063.3
2024-09,Alberta,Part-time employment,453.7
2024-09,Alberta,Unemployment rate,7.4
2024-09,Alberta,Participation rate,68.7
2024-09,Alberta,Employment rate,63.6
2024-09,British Columbia,Employment,2900.4
2024-09,British Columbia,Full-time employment,2327.9
2024-09,British Columbia,Part-time employment,572.5
2024-09,British Columbia,Unemployment rate,5.9
2024-09,British Columbia,Participation rate,64.6
2024-09,British Columbia,Employment rate,60.8
2024-10,Newfoundland and Labrador,Employment,243.7
2024-10,Newfoundland and Labrador,Full-time employment,208.9
2024-10,Newfoundland and Labrador,Part-time employment,34.8
2024-10,Newfoundland and Labrador,Unemployment rate,10.4
2024-10,Newfoundland and Labrador,Participation rate,58.0
2024-10,Newfoundland and Labrador,Employment rate,52.0
2024-10,Prince Edward Island,Employment,92.5
2024-10,Prince Edward Island,Full-time employment,79.4
2024-10,Prince Edward Island,Part-time employment,13.1
2024-10,Prince Edward Island,Unemployment rate,9.2
2024-10,Prince Edward Island,Participation rate,66.9
2024-10,Prince Edward Island,Employment rate,60.7
2024-10,Nova Scotia,Employment,522.5
2024-10,Nova Scotia,Full-time employment,431.1
2024-10,Nova Scotia,Part-time employment,91.4
2024-10,Nova Scotia,Unemployment rate,6.2
2024-10,Nova Scotia,Participation rate,61.3
2024-10,Nova Scotia,Employment rate,57.5
2024-10,New Brunswick,Employment,403.6
2024-10,New Brunswick,Full-time employment,339.7
2024-10,New Brunswick,Part-time employment,63.9
2024-10,New Brunswick,Unemployment rate,6.7
2024-10,New Brunswick,Participation rate,60.4
2024-10,New Brunswick,Employment rate,56.4
2024-10,Quebec,Employment,4591.8
2024-10,Quebec,Full-time employment,3779.2
2024-10,Quebec,Part-time employment,812.7
2024-10,Quebec,Unemployment rate,5.7
2024-10,Quebec,Participation rate,65.0
2024-10,Quebec,Employment rate,61.3
2024-10,Ontario,Employment,8180.2
2024-10,Ontario,Full-time employment,6729.9
2024-10,Ontario,Part-time employment,1450.3
2024-10,Ontario,Unemployment rate,7.1
2024-10,Ontario,Participation rate,64.9
2024-10,Ontario,Employment rate,60.3
2024-10,Manitoba,Employment,731.6
2024-10,Manitoba,Full-time employment,589.5
2024-10,Manitoba,Part-time employment,142.1
2024-10,Manitoba,Unemployment rate,6.0
2024-10,Manitoba,Participation rate,67.1
2024-10,Manitoba,Employment rate,63.1
2024-10,Saskatchewan,Employment,604.4
2024-10,Saskatchewan,Full-time employment,500.9
2024-10,Saskatchewan,Part-time employment,103.5
2024-10,Saskatchewan,Unemployment rate,6.0
2024-10,Saskatchewan,Participation rate,67.4
2024-10,Saskatchewan,Employment rate,63.4
2024-10,Alberta,Employment,2522.4
2024-10,Alberta,Full-time employment,2067.9
2024-10,Alberta,Part-time employment,454.6
2024-10,Alberta,Unemployment rate,7.4
2024-10,Alberta,Participation rate,68.6
2024-10,Alberta,Employment rate,63.5
2024-10,British Columbia,Employment,2912.1
2024-10,British Columbia,Full-time employment,2324.0
2024-10,British Columbia,Part-time employment,588.2
2024-10,British Columbia,Unemployment rate,5.7
2024-10,British Columbia,Participation rate,64.6
2024-10,British Columbia,Employment rate,60.9
2024-11,Newfoundland and Labrador,Employment,241.8
2024-11,Newfoundland and Labrador,Full-time employment,208.1
2024-11,Newfoundland and Labrador,Part-time employment,33.7
2024-11,Newfoundland and Labrador,Unemployment rate,10.7
2024-11,Newfoundland and Labrador,Participation rate,57.7
2024-11,Newfoundland and Labrador,Employment rate,51.6
2024-11,Prince Edward Island,Employment,94.8
2024-11,Prince Edward Island,Full-time employment,81.3
2024-11,Prince Edward Island,Part-time employment,13.5
2024-11,Prince Edward Island,Unemployment rate,8.0
2024-11,Prince Edward Island,Participation rate,67.5
2024-11,Prince Edward Island,Employment rate,62.2
2024-11,Nova Scotia,Employment,523.5
2024-11,Nova Scotia,Full-time employment,427.3
2024-11,Nova Scotia,Part-time employment,96.2
2024-11,Nova Scotia,Unemployment rate,6.3
2024-11,Nova Scotia,Participation rate,61.5
2024-11,Nova Scotia,Employment rate,57.6
2024-11,New Brunswick,Employment,400.9
2024-11,New Brunswick,Full-time employment,340.6
2024-11,New Brunswick,Part-time employment,60.3
2024-11,New Brunswick,Unemployment rate,7.2
2024-11,New Brunswick,Participation rate,60.3
2024-11,New Brunswick,Employment rate,56.0
2024-11,Quebec,Employment,4614.5
2024-11,Quebec,Full-time employment,3803.2
2024-11,Quebec,Part-time employment,811.2
2024-11,Quebec,Unemployment rate,5.9
2024-11,Quebec,Participation rate,65.3
2024-11,Quebec,Employment rate,61.4
2024-11,Ontario,Employment,8172.9
2024-11,Ontario,Full-time employment,6732.3
2024-11,Ontario,Part-time employment,1440.7
2024-11,Ontario,Unemployment rate,7.8
2024-11,Ontario,Participation rate,65.3
2024-11,Ontario,Employment rate,60.2
2024-11,Manitoba,Employment,734.2
2024-11,Manitoba,Full-time employment,598.9
2024-11,Manitoba,Part-time employment,135.3
2024-11,Manitoba,Unemployment rate,5.8
2024-11,Manitoba,Participation rate,67.1
2024-11,Manitoba,Employment rate,63.2
2024-11,Saskatchewan,Employment,604.7
2024-11,Saskatchewan,Full-time employment,501.5
2024-11,Saskatchewan,Part-time employment,103.2
2024-11,Saskatchewan,Unemployment rate,5.7
2024-11,Saskatchewan,Participation rate,67.1
2024-11,Saskatchewan,Employment rate,63.3
2024-11,Alberta,Employment,2538.6
2024-11,Alberta,Full-time employment,2082.4
2024-11,Alberta,Part-time employment,456.2
2024-11,Alberta,Unemployment rate,7.6
2024-11,Alberta,Participation rate,69.0
2024-11,Alberta,Employment rate,63.8
2024-11,British Columbia,Employment,2916.1
2024-11,British Columbia,Full-time employment,2336.5
2024-11,British Columbia,Part-time employment,579.5
2024-11,British Columbia,Unemployment rate,5.9
2024-11,British Columbia,Participation rate,64.7
2024-11,British Columbia,Employment rate,60.9
2024-12,Newfoundland and Labrador,Employment,243.4
2024-12,Newfoundland and Labrador,Full-time employment,207.9
2024-12,Newfoundland and Labrador,Part-time employment,35.5
2024-12,Newfoundland and Labrador,Unemployment rate,10.3
2024-12,Newfoundland and Labrador,Participation rate,57.8
2024-12,Newfoundland and Labrador,Employment rate,51.9
2024-12,Prince Edward Island,Employment,94.3
2024-12,Prince Edward Island,Full-time employment,78.9
2024-12,Prince Edward Island,Part-time employment,15.4
2024-12,Prince Edward Island,Unemployment rate,8.3
2024-12,Prince Edward Island,Participation rate,67.6
2024-12,Prince Edward Island,Employment rate,61.9
2024-12,Nova Scotia,Employment,527.7
2024-12,Nova Scotia,Full-time employment,440.6
2024-12,Nova Scotia,Part-time employment,87.1
2024-12,Nova Scotia,Unemployment rate,6.4
2024-12,Nova Scotia,Participation rate,62.0
2024-12,Nova Scotia,Employment rate,58.0
2024-12,New Brunswick,Employment,400.8
2024-12,New Brunswick,Full-time employment,338.6
2024-12,New Brunswick,Part-time employment,62.2
2024-12,New Brunswick,Unemployment rate,7.6
2024-12,New Brunswick,Participation rate,60.5
2024-12,New Brunswick,Employment rate,55.9
2024-12,Quebec,Employment,4624.9
2024-12,Quebec,Full-time employment,3804.5
2024-12,Quebec,Part-time employment,820.4
2024-12,Quebec,Unemployment rate,5.5
2024-12,Quebec,Participation rate,65.1
2024-12,Quebec,Employment rate,61.5
2024-12,Ontario,Employment,8210.0
2024-12,Ontario,Full-time employment,6734.3
2024-12,Ontario,Part-time employment,1475.7
2024-12,Ontario,Unemployment rate,7.5
2024-12,Ontario,Participation rate,65.2
2024-12,Ontario,Employment rate,60.3
2024-12,Manitoba,Employment,729.6
2024-12,Manitoba,Full-time employment,598.4
2024-12,Manitoba,Part-time employment,131.2
2024-12,Manitoba,Unemployment rate,6.3
2024-12,Manitoba,Participation rate,67.0
2024-12,Manitoba,Employment rate,62.7
2024-12,Saskatchewan,Employment,609.4
2024-12,Saskatchewan,Full-time employment,500.3
2024-12,Saskatchewan,Part-time employment,109.1
2024-12,Saskatchewan,Unemployment rate,5.6
2024-12,Saskatchewan,Participation rate,67.5
2024-12,Saskatchewan,Employment rate,63.7
2024-12,Alberta,Employment,2568.9
2024-12,Alberta,Full-time employment,2119.3
2024-12,Alberta,Part-time employment,449.6
2024-12,Alberta,Unemployment rate,6.8
2024-12,Alberta,Participation rate,69.1
2024-12,Alberta,Employment rate,64.4
2024-12,British Columbia,Employment,2925.6
2024-12,British Columbia,Full-time employment,2329.2
2024-12,British Columbia,Part-time employment,596.4
2024-12,British Columbia,Unemployment rate,6.0
2024-12,British Columbia,Participation rate,64.8
2024-12,British Columbia,Employment rate,61.0
2025-01,Newfoundland and Labrador,Employment,243.1
2025-01,Newfoundland and Labrador,Full-time employment,207.4
2025-01,Newfoundland and Labrador,Part-time employment,35.7
2025-01,Newfoundland and Labrador,Unemployment rate,10.4
2025-01,Newfoundland and Labrador,Participation rate,57.8
2025-01,Newfoundland and Labrador,Employment rate,51.8
2025-01,Prince Edward Island,Employment,94.0
2025-01,Prince Edward Island,Full-time employment,81.0
2025-01,Prince Edward Island,Part-time employment,13.0
2025-01,Prince Edward Island,Unemployment rate,7.3
2025-01,Prince Edward Island,Participation rate,66.5
2025-01,Prince Edward Island,Employment rate,61.7
2025-01,Nova Scotia,Employment,526.3
2025-01,Nova Scotia,Full-time employment,435.8
2025-01,Nova Scotia,Part-time employment,90.4
2025-01,Nova Scotia,Unemployment rate,6.1
2025-01,Nova Scotia,Participation rate,61.6
2025-01,Nova Scotia,Employment rate,57.9
2025-01,New Brunswick,Employment,402.8
2025-01,New Brunswick,Full-time employment,343.1
2025-01,New Brunswick,Part-time employment,59.7
2025-01,New Brunswick,Unemployment rate,6.4
2025-01,New Brunswick,Participation rate,60.0
2025-01,New Brunswick,Employment rate,56.2
2025-01,Quebec,Employment,4635.8
2025-01,Quebec,Full-time employment,3784.7
2025-01,Quebec,Part-time employment,851.1
2025-01,Quebec,Unemployment rate,5.5
2025-01,Quebec,Participation rate,65.1
2025-01,Quebec,Employment rate,61.5
2025-01,Ontario,Employment,8234.2
2025-01,Ontario,Full-time employment,6784.0
2025-01,Ontario,Part-time employment,1450.2
2025-01,Ontario,Unemployment rate,7.6
2025-01,Ontario,Participation rate,65.4
2025-01,Ontario,Employment rate,60.4
2025-01,Manitoba,Employment,731.2
2025-01,Manitoba,Full-time employment,601.3
2025-01,Manitoba,Part-time employment,130.0
2025-01,Manitoba,Unemployment rate,6.1
2025-01,Manitoba,Participation rate,66.9
2025-01,Manitoba,Employment rate,62.8
2025-01,Saskatchewan,Employment,608.0
2025-01,Saskatchewan,Full-time employment,499.7
2025-01,Saskatchewan,Part-time employment,108.3
2025-01,Saskatchewan,Unemployment rate,5.2
2025-01,Saskatchewan,Participation rate,67.0
2025-01,Saskatchewan,Employment rate,63.5
2025-01,Alberta,Employment,2564.6
2025-01,Alberta,Full-time employment,2095.1
2025-01,Alberta,Part-time employment,469.5
2025-01,Alberta,Unemployment rate,6.8
2025-01,Alberta,Participation rate,68.7
2025-01,Alberta,Employment rate,64.1
2025-01,British Columbia,Employment,2946.9
2025-01,British Columbia,Full-time employment,2343.9
2025-01,British Columbia,Part-time employment,603.0
2025-01,British Columbia,Unemployment rate,6.0
2025-01,British Columbia,Participation rate,65.2
2025-01,British Columbia,Employment rate,61.3
2025-02,Newfoundland and Labrador,Employment,243.0
2025-02,Newfoundland and Labrador,Full-time employment,206.7
2025-02,Newfoundland and Labrador,Part-time employment,36.2
2025-02,Newfoundland and Labrador,Unemployment rate,10.5
2025-02,Newfoundland and Labrador,Participation rate,57.7
2025-02,Newfoundland and Labrador,Employment rate,51.7
2025-02,Prince Edward Island,Employment,93.6
2025-02,Prince Edward Island,Full-time employment,80.8
2025-02,Prince Edward Island,Part-time employment,12.8
2025-02,Prince Edward Island,Unemployment rate,7.9
2025-02,Prince Edward Island,Participation rate,66.5
2025-02,Prince Edward Island,Employment rate,61.3
2025-02,Nova Scotia,Employment,522.1
2025-02,Nova Scotia,Full-time employment,436.7
2025-02,Nova Scotia,Part-time employment,85.4
2025-02,Nova Scotia,Unemployment rate,6.7
2025-02,Nova Scotia,Participation rate,61.4
2025-02,Nova Scotia,Employment rate,57.3
2025-02,New Brunswick,Employment,401.7
2025-02,New Brunswick,Full-time employment,346.8
2025-02,New Brunswick,Part-time employment,54.9
2025-02,New Brunswick,Unemployment rate,7.4
2025-02,New Brunswick,Participation rate,60.4
2025-02,New Brunswick,Employment rate,56.0
2025-02,Quebec,Employment,4633.0
2025-02,Quebec,Full-time employment,3776.8
2025-02,Quebec,Part-time employment,856.1
2025-02,Quebec,Unemployment rate,5.4
2025-02,Quebec,Participation rate,64.9
2025-02,Quebec,Employment rate,61.4
2025-02,Ontario,Employment,8245.7
2025-02,Ontario,Full-time employment,6743.4
2025-02,Ontario,Part-time employment,1502.3
2025-02,Ontario,Unemployment rate,7.4
2025-02,Ontario,Participation rate,65.2
2025-02,Ontario,Employment rate,60.4
2025-02,Manitoba,Employment,733.0
2025-02,Manitoba,Full-time employment,607.9
2025-02,Manitoba,Part-time employment,125.1
2025-02,Manitoba,Unemployment rate,6.1
2025-02,Manitoba,Participation rate,66.9
2025-02,Manitoba,Employment rate,62.8
2025-02,Saskatchewan,Employment,608.9
2025-02,Saskatchewan,Full-time employment,499.9
2025-02,Saskatchewan,Part-time employment,109.1
2025-02,Saskatchewan,Unemployment rate,5.3
2025-02,Saskatchewan,Participation rate,67.0
2025-02,Saskatchewan,Employment rate,63.4
2025-02,Alberta,Employment,2564.2
2025-02,Alberta,Full-time employment,2109.9
2025-02,Alberta,Part-time employment,454.3
2025-02,Alberta,Unemployment rate,6.8
2025-02,Alberta,Participation rate,68.6
2025-02,Alberta,Employment rate,63.9
2025-02,British Columbia,Employment,2940.4
2025-02,British Columbia,Full-time employment,2347.5
2025-02,British Columbia,Part-time employment,592.9
2025-02,British Columbia,Unemployment rate,6.0
2025-02,British Columbia,Participation rate,65.0
2025-02,British Columbia,Employment rate,61.1
2025-03,Newfoundland and Labrador,Employment,244.7
2025-03,Newfoundland and Labrador,Full-time employment,205.4
2025-03,Newfoundland and Labrador,Part-time employment,39.2
2025-03,Newfoundland and Labrador,Unemployment rate,10.1
2025-03,Newfoundland and Labrador,Participation rate,57.8
2025-03,Newfoundland and Labrador,Employment rate,52.0
2025-03,Prince Edward Island,Employment,93.4
2025-03,Prince Edward Island,Full-time employment,81.5
2025-03,Prince Edward Island,Part-time employment,11.9
2025-03,Prince Edward Island,Unemployment rate,7.7
2025-03,Prince Edward Island,Participation rate,66.2
2025-03,Prince Edward Island,Employment rate,61.1
2025-03,Nova Scotia,Employment,523.5
2025-03,Nova Scotia,Full-time employment,436.3
2025-03,Nova Scotia,Part-time employment,87.2
2025-03,Nova Scotia,Unemployment rate,6.1
2025-03,Nova Scotia,Participation rate,61.2
2025-03,Nova Scotia,Employment rate,57.4
2025-03,New Brunswick,Employment,402.3
2025-03,New Brunswick,Full-time employment,346.6
2025-03,New Brunswick,Part-time employment,55.7
2025-03,New Brunswick,Unemployment rate,6.9
2025-03,New Brunswick,Participation rate,60.1
2025-03,New Brunswick,Employment rate,56.0
2025-03,Quebec,Employment,4631.6
2025-03,Quebec,Full-time employment,3770.7
2025-03,Quebec,Part-time employment,860.9
2025-03,Quebec,Unemployment rate,5.8
2025-03,Quebec,Participation rate,65.1
2025-03,Quebec,Employment rate,61.3
2025-03,Ontario,Employment,8221.6
2025-03,Ontario,Full-time employment,6717.3
2025-03,Ontario,Part-time employment,1504.3
2025-03,Ontario,Unemployment rate,7.5
2025-03,Ontario,Participation rate,65.1
